Product,Measure,Units,Year,Value,fact_text
Casein & protein products,Export volume,tonnes,2013,177133.0,"In 2013, the export volume of Casein & protein products was 177133.0 tonnes in New Zealand."
Casein & protein products,Average export price,$NZ/tonne,2013,9448.0,"In 2013, the average export price for Casein & protein products was 9448.0 $NZ/tonne in New Zealand."
Casein & protein products,Export revenue,$NZ millions,2013,1674.0,"In 2013, the export revenue of Casein & protein products was 1674.0 $NZ millions in New Zealand."
Cheese,Export volume,tonnes,2013,310378.0,"In 2013, the export volume of Cheese was 310378.0 tonnes in New Zealand."
Cheese,Average export price,$NZ/tonne,2013,4643.0,"In 2013, the average export price for Cheese was 4643.0 $NZ/tonne in New Zealand."
Cheese,Export revenue,$NZ millions,2013,1441.0,"In 2013, the export revenue of Cheese was 1441.0 $NZ millions in New Zealand."
Infant formula,Export volume,tonnes,2013,46587.0,"In 2013, the export volume of Infant formula was 46587.0 tonnes in New Zealand."
Infant formula,Average export price,$NZ/tonne,2013,11919.0,"In 2013, the average export price for Infant formula was 11919.0 $NZ/tonne in New Zealand."
Infant formula,Export revenue,$NZ millions,2013,555.0,"In 2013, the export revenue of Infant formula was 555.0 $NZ millions in New Zealand."
Fluid milk and other dairy products,Export volume,tonnes,2013,214873.0,"In 2013, the export volume of Fluid milk and other dairy products was 214873.0 tonnes in New Zealand."
Fluid milk and other dairy products,Average export price,$NZ/tonne,2013,2898.0,"In 2013, the average export price for Fluid milk and other dairy products was 2898.0 $NZ/tonne in New Zealand."
Fluid milk and other dairy products,Export revenue,$NZ millions,2013,623.0,"In 2013, the export revenue of Fluid milk and other dairy products was 623.0 $NZ millions in New Zealand."
Whole milk powder,Export volume,tonnes,2014,1404747.0,"In 2014, the export volume of Whole milk powder was 1404747.0 tonnes in New Zealand."
Whole milk powder,Average export price,$NZ/tonne,2014,5975.0,"In 2014, the average export price for Whole milk powder was 5975.0 $NZ/tonne in New Zealand."
Whole milk powder,Export revenue,$NZ millions,2014,8393.0,"In 2014, the export revenue of Whole milk powder was 8393.0 $NZ millions in New Zealand."
"Butter, AMF, and cream",Export volume,tonnes,2014,496709.0,"In 2014, the export volume of Butter, AMF, and cream was 496709.0 tonnes in New Zealand."
"Butter, AMF, and cream",Average export price,$NZ/tonne,2014,5434.0,"In 2014, the average export price for Butter, AMF, and cream was 5434.0 $NZ/tonne in New Zealand."
"Butter, AMF, and cream",Export revenue,$NZ millions,2014,2699.0,"In 2014, the export revenue of Butter, AMF, and cream was 2699.0 $NZ millions in New Zealand."
Skim milk & butter milk powder,Export volume,tonnes,2014,398020.0,"In 2014, the export volume of Skim milk & butter milk powder was 398020.0 tonnes in New Zealand."
Skim milk & butter milk powder,Average export price,$NZ/tonne,2014,5740.0,"In 2014, the average export price for Skim milk & butter milk powder was 5740.0 $NZ/tonne in New Zealand."
Skim milk & butter milk powder,Export revenue,$NZ millions,2014,2285.0,"In 2014, the export revenue of Skim milk & butter milk powder was 2285.0 $NZ millions in New Zealand."
Casein & protein products,Export volume,tonnes,2014,171758.0,"In 2014, the export volume of Casein & protein products was 171758.0 tonnes in New Zealand."
Casein & protein products,Average export price,$NZ/tonne,2014,11205.0,"In 2014, the average export price for Casein & protein products was 11205.0 $NZ/tonne in New Zealand."
Casein & protein products,Export revenue,$NZ millions,2014,1925.0,"In 2014, the export revenue of Casein & protein products was 1925.0 $NZ millions in New Zealand."
Cheese,Export volume,tonnes,2014,265865.0,"In 2014, the export volume of Cheese was 265865.0 tonnes in New Zealand."
Cheese,Average export price,$NZ/tonne,2014,5575.0,"In 2014, the average export price for Cheese was 5575.0 $NZ/tonne in New Zealand."
Cheese,Export revenue,$NZ millions,2014,1482.0,"In 2014, the export revenue of Cheese was 1482.0 $NZ millions in New Zealand."
Infant formula,Export volume,tonnes,2014,36102.0,"In 2014, the export volume of Infant formula was 36102.0 tonnes in New Zealand."
Infant formula,Average export price,$NZ/tonne,2014,11095.0,"In 2014, the average export price for Infant formula was 11095.0 $NZ/tonne in New Zealand."
Infant formula,Export revenue,$NZ millions,2014,401.0,"In 2014, the export revenue of Infant formula was 401.0 $NZ millions in New Zealand."
Fluid milk and other dairy products,Export volume,tonnes,2014,206409.0,"In 2014, the export volume of Fluid milk and other dairy products was 206409.0 tonnes in New Zealand."
Fluid milk and other dairy products,Average export price,$NZ/tonne,2014,2940.0,"In 2014, the average export price for Fluid milk and other dairy products was 2940.0 $NZ/tonne in New Zealand."
Fluid milk and other dairy products,Export revenue,$NZ millions,2014,607.0,"In 2014, the export revenue of Fluid milk and other dairy products was 607.0 $NZ millions in New Zealand."
Whole milk powder,Export volume,tonnes,2015,1362519.0,"In 2015, the export volume of Whole milk powder was 1362519.0 tonnes in New Zealand."
Whole milk powder,Average export price,$NZ/tonne,2015,3952.0,"In 2015, the average export price for Whole milk powder was 3952.0 $NZ/tonne in New Zealand."
Whole milk powder,Export revenue,$NZ millions,2015,5385.0,"In 2015, the export revenue of Whole milk powder was 5385.0 $NZ millions in New Zealand."
"Butter, AMF, and cream",Export volume,tonnes,2015,477285.0,"In 2015, the export volume of Butter, AMF, and cream was 477285.0 tonnes in New Zealand."
"Butter, AMF, and cream",Average export price,$NZ/tonne,2015,4649.0,"In 2015, the average export price for Butter, AMF, and cream was 4649.0 $NZ/tonne in New Zealand."
"Butter, AMF, and cream",Export revenue,$NZ millions,2015,2219.0,"In 2015, the export revenue of Butter, AMF, and cream was 2219.0 $NZ millions in New Zealand."
Skim milk & butter milk powder,Export volume,tonnes,2015,447211.0,"In 2015, the export volume of Skim milk & butter milk powder was 447211.0 tonnes in New Zealand."
Skim milk & butter milk powder,Average export price,$NZ/tonne,2015,3941.0,"In 2015, the average export price for Skim milk & butter milk powder was 3941.0 $NZ/tonne in New Zealand."
Skim milk & butter milk powder,Export revenue,$NZ millions,2015,1762.0,"In 2015, the export revenue of Skim milk & butter milk powder was 1762.0 $NZ millions in New Zealand."
Casein & protein products,Export volume,tonnes,2015,202458.0,"In 2015, the export volume of Casein & protein products was 202458.0 tonnes in New Zealand."
Casein & protein products,Average export price,$NZ/tonne,2015,10518.0,"In 2015, the average export price for Casein & protein products was 10518.0 $NZ/tonne in New Zealand."
Casein & protein products,Export revenue,$NZ millions,2015,2129.0,"In 2015, the export revenue of Casein & protein products was 2129.0 $NZ millions in New Zealand."
Cheese,Export volume,tonnes,2015,302900.0,"In 2015, the export volume of Cheese was 302900.0 tonnes in New Zealand."
Cheese,Average export price,$NZ/tonne,2015,5141.0,"In 2015, the average export price for Cheese was 5141.0 $NZ/tonne in New Zealand."
Cheese,Export revenue,$NZ millions,2015,1557.0,"In 2015, the export revenue of Cheese was 1557.0 $NZ millions in New Zealand."
Infant formula,Export volume,tonnes,2015,31434.0,"In 2015, the export volume of Infant formula was 31434.0 tonnes in New Zealand."
Infant formula,Average export price,$NZ/tonne,2015,13208.0,"In 2015, the average export price for Infant formula was 13208.0 $NZ/tonne in New Zealand."
Infant formula,Export revenue,$NZ millions,2015,415.0,"In 2015, the export revenue of Infant formula was 415.0 $NZ millions in New Zealand."
Fluid milk and other dairy products,Export volume,tonnes,2015,222213.0,"In 2015, the export volume of Fluid milk and other dairy products was 222213.0 tonnes in New Zealand."
Fluid milk and other dairy products,Average export price,$NZ/tonne,2015,2618.0,"In 2015, the average export price for Fluid milk and other dairy products was 2618.0 $NZ/tonne in New Zealand."
Fluid milk and other dairy products,Export revenue,$NZ millions,2015,582.0,"In 2015, the export revenue of Fluid milk and other dairy products was 582.0 $NZ millions in New Zealand."
Whole milk powder,Export volume,tonnes,2016,1355453.0,"In 2016, the export volume of Whole milk powder was 1355453.0 tonnes in New Zealand."
Whole milk powder,Average export price,$NZ/tonne,2016,3400.0,"In 2016, the average export price for Whole milk powder was 3400.0 $NZ/tonne in New Zealand."
Whole milk powder,Export revenue,$NZ millions,2016,4609.0,"In 2016, the export revenue of Whole milk powder was 4609.0 $NZ millions in New Zealand."
"Butter, AMF, and cream",Export volume,tonnes,2016,506670.0,"In 2016, the export volume of Butter, AMF, and cream was 506670.0 tonnes in New Zealand."
"Butter, AMF, and cream",Average export price,$NZ/tonne,2016,4694.0,"In 2016, the average export price for Butter, AMF, and cream was 4694.0 $NZ/tonne in New Zealand."
"Butter, AMF, and cream",Export revenue,$NZ millions,2016,2378.0,"In 2016, the export revenue of Butter, AMF, and cream was 2378.0 $NZ millions in New Zealand."
Skim milk & butter milk powder,Export volume,tonnes,2016,468543.0,"In 2016, the export volume of Skim milk & butter milk powder was 468543.0 tonnes in New Zealand."
Skim milk & butter milk powder,Average export price,$NZ/tonne,2016,2876.0,"In 2016, the average export price for Skim milk & butter milk powder was 2876.0 $NZ/tonne in New Zealand."
Skim milk & butter milk powder,Export revenue,$NZ millions,2016,1347.0,"In 2016, the export revenue of Skim milk & butter milk powder was 1347.0 $NZ millions in New Zealand."
Casein & protein products,Export volume,tonnes,2016,213521.0,"In 2016, the export volume of Casein & protein products was 213521.0 tonnes in New Zealand."
Casein & protein products,Average export price,$NZ/tonne,2016,8591.0,"In 2016, the average export price for Casein & protein products was 8591.0 $NZ/tonne in New Zealand."
Casein & protein products,Export revenue,$NZ millions,2016,1834.0,"In 2016, the export revenue of Casein & protein products was 1834.0 $NZ millions in New Zealand."
Cheese,Export volume,tonnes,2016,342137.0,"In 2016, the export volume of Cheese was 342137.0 tonnes in New Zealand."
Cheese,Average export price,$NZ/tonne,2016,5028.0,"In 2016, the average export price for Cheese was 5028.0 $NZ/tonne in New Zealand."
Cheese,Export revenue,$NZ millions,2016,1720.0,"In 2016, the export revenue of Cheese was 1720.0 $NZ millions in New Zealand."
Infant formula,Export volume,tonnes,2016,52219.0,"In 2016, the export volume of Infant formula was 52219.0 tonnes in New Zealand."
Infant formula,Average export price,$NZ/tonne,2016,13117.0,"In 2016, the average export price for Infant formula was 13117.0 $NZ/tonne in New Zealand."
Infant formula,Export revenue,$NZ millions,2016,685.0,"In 2016, the export revenue of Infant formula was 685.0 $NZ millions in New Zealand."
Fluid milk and other dairy products,Export volume,tonnes,2016,293480.0,"In 2016, the export volume of Fluid milk and other dairy products was 293480.0 tonnes in New Zealand."
Fluid milk and other dairy products,Average export price,$NZ/tonne,2016,2438.0,"In 2016, the average export price for Fluid milk and other dairy products was 2438.0 $NZ/tonne in New Zealand."
Fluid milk and other dairy products,Export revenue,$NZ millions,2016,716.0,"In 2016, the export revenue of Fluid milk and other dairy products was 716.0 $NZ millions in New Zealand."
Whole milk powder,Export volume,tonnes,2017,1350980.0,"In 2017, the export volume of Whole milk powder was 1350980.0 tonnes in New Zealand."
Whole milk powder,Average export price,$NZ/tonne,2017,3902.0,"In 2017, the average export price for Whole milk powder was 3902.0 $NZ/tonne in New Zealand."
Whole milk powder,Export revenue,$NZ millions,2017,5271.0,"In 2017, the export revenue of Whole milk powder was 5271.0 $NZ millions in New Zealand."
"Butter, AMF, and cream",Export volume,tonnes,2017,478702.0,"In 2017, the export volume of Butter, AMF, and cream was 478702.0 tonnes in New Zealand."
"Butter, AMF, and cream",Average export price,$NZ/tonne,2017,5837.0,"In 2017, the average export price for Butter, AMF, and cream was 5837.0 $NZ/tonne in New Zealand."
"Butter, AMF, and cream",Export revenue,$NZ millions,2017,2794.0,"In 2017, the export revenue of Butter, AMF, and cream was 2794.0 $NZ millions in New Zealand."
Skim milk & butter milk powder,Export volume,tonnes,2017,456058.0,"In 2017, the export volume of Skim milk & butter milk powder was 456058.0 tonnes in New Zealand."
Skim milk & butter milk powder,Average export price,$NZ/tonne,2017,3038.0,"In 2017, the average export price for Skim milk & butter milk powder was 3038.0 $NZ/tonne in New Zealand."
Skim milk & butter milk powder,Export revenue,$NZ millions,2017,1385.0,"In 2017, the export revenue of Skim milk & butter milk powder was 1385.0 $NZ millions in New Zealand."
Casein & protein products,Export volume,tonnes,2017,210197.0,"In 2017, the export volume of Casein & protein products was 210197.0 tonnes in New Zealand."
Casein & protein products,Average export price,$NZ/tonne,2017,8252.0,"In 2017, the average export price for Casein & protein products was 8252.0 $NZ/tonne in New Zealand."
Casein & protein products,Export revenue,$NZ millions,2017,1735.0,"In 2017, the export revenue of Casein & protein products was 1735.0 $NZ millions in New Zealand."
Cheese,Export volume,tonnes,2017,352135.0,"In 2017, the export volume of Cheese was 352135.0 tonnes in New Zealand."
Cheese,Average export price,$NZ/tonne,2017,5197.0,"In 2017, the average export price for Cheese was 5197.0 $NZ/tonne in New Zealand."
Cheese,Export revenue,$NZ millions,2017,1830.0,"In 2017, the export revenue of Cheese was 1830.0 $NZ millions in New Zealand."
Infant formula,Export volume,tonnes,2017,59919.0,"In 2017, the export volume of Infant formula was 59919.0 tonnes in New Zealand."
Infant formula,Average export price,$NZ/tonne,2017,12982.0,"In 2017, the average export price for Infant formula was 12982.0 $NZ/tonne in New Zealand."
Infant formula,Export revenue,$NZ millions,2017,778.0,"In 2017, the export revenue of Infant formula was 778.0 $NZ millions in New Zealand."
Fluid milk and other dairy products,Export volume,tonnes,2017,371286.0,"In 2017, the export volume of Fluid milk and other dairy products was 371286.0 tonnes in New Zealand."
Fluid milk and other dairy products,Average export price,$NZ/tonne,2017,2276.0,"In 2017, the average export price for Fluid milk and other dairy products was 2276.0 $NZ/tonne in New Zealand."
Fluid milk and other dairy products,Export revenue,$NZ millions,2017,845.0,"In 2017, the export revenue of Fluid milk and other dairy products was 845.0 $NZ millions in New Zealand."
Whole milk powder,Export volume,tonnes,2018,1319542.0,"In 2018, the export volume of Whole milk powder was 1319542.0 tonnes in New Zealand."
Whole milk powder,Average export price,$NZ/tonne,2018,4409.0,"In 2018, the average export price for Whole milk powder was 4409.0 $NZ/tonne in New Zealand."
Whole milk powder,Export revenue,$NZ millions,2018,5818.0,"In 2018, the export revenue of Whole milk powder was 5818.0 $NZ millions in New Zealand."
"Butter, AMF, and cream",Export volume,tonnes,2018,454660.0,"In 2018, the export volume of Butter, AMF, and cream was 454660.0 tonnes in New Zealand."
"Butter, AMF, and cream",Average export price,$NZ/tonne,2018,8385.0,"In 2018, the average export price for Butter, AMF, and cream was 8385.0 $NZ/tonne in New Zealand."
"Butter, AMF, and cream",Export revenue,$NZ millions,2018,3812.0,"In 2018, the export revenue of Butter, AMF, and cream was 3812.0 $NZ millions in New Zealand."
Skim milk & butter milk powder,Export volume,tonnes,2018,431303.0,"In 2018, the export volume of Skim milk & butter milk powder was 431303.0 tonnes in New Zealand."
Skim milk & butter milk powder,Average export price,$NZ/tonne,2018,2848.0,"In 2018, the average export price for Skim milk & butter milk powder was 2848.0 $NZ/tonne in New Zealand."
Skim milk & butter milk powder,Export revenue,$NZ millions,2018,1228.0,"In 2018, the export revenue of Skim milk & butter milk powder was 1228.0 $NZ millions in New Zealand."
Casein & protein products,Export volume,tonnes,2018,191407.0,"In 2018, the export volume of Casein & protein products was 191407.0 tonnes in New Zealand."
Casein & protein products,Average export price,$NZ/tonne,2018,8363.0,"In 2018, the average export price for Casein & protein products was 8363.0 $NZ/tonne in New Zealand."
Casein & protein products,Export revenue,$NZ millions,2018,1601.0,"In 2018, the export revenue of Casein & protein products was 1601.0 $NZ millions in New Zealand."
Cheese,Export volume,tonnes,2018,329854.0,"In 2018, the export volume of Cheese was 329854.0 tonnes in New Zealand."
Cheese,Average export price,$NZ/tonne,2018,5777.0,"In 2018, the average export price for Cheese was 5777.0 $NZ/tonne in New Zealand."
Cheese,Export revenue,$NZ millions,2018,1905.0,"In 2018, the export revenue of Cheese was 1905.0 $NZ millions in New Zealand."
Infant formula,Export volume,tonnes,2018,91915.0,"In 2018, the export volume of Infant formula was 91915.0 tonnes in New Zealand."
Infant formula,Average export price,$NZ/tonne,2018,13495.0,"In 2018, the average export price for Infant formula was 13495.0 $NZ/tonne in New Zealand."
Infant formula,Export revenue,$NZ millions,2018,1240.0,"In 2018, the export revenue of Infant formula was 1240.0 $NZ millions in New Zealand."
Fluid milk and other dairy products,Export volume,tonnes,2018,419381.0,"In 2018, the export volume of Fluid milk and other dairy products was 419381.0 tonnes in New Zealand."
Fluid milk and other dairy products,Average export price,$NZ/tonne,2018,2504.0,"In 2018, the average export price for Fluid milk and other dairy products was 2504.0 $NZ/tonne in New Zealand."
Fluid milk and other dairy products,Export revenue,$NZ millions,2018,1050.0,"In 2018, the export revenue of Fluid milk and other dairy products was 1050.0 $NZ millions in New Zealand."
Whole milk powder,Export volume,tonnes,2019,1503128.0,"In 2019, the export volume of Whole milk powder was 1503128.0 tonnes in New Zealand."
Whole milk powder,Average export price,$NZ/tonne,2019,4441.0,"In 2019, the average export price for Whole milk powder was 4441.0 $NZ/tonne in New Zealand."
Whole milk powder,Export revenue,$NZ millions,2019,6675.0,"In 2019, the export revenue of Whole milk powder was 6675.0 $NZ millions in New Zealand."
"Butter, AMF, and cream",Export volume,tonnes,2019,469836.0,"In 2019, the export volume of Butter, AMF, and cream was 469836.0 tonnes in New Zealand."
"Butter, AMF, and cream",Average export price,$NZ/tonne,2019,7688.0,"In 2019, the average export price for Butter, AMF, and cream was 7688.0 $NZ/tonne in New Zealand."
"Butter, AMF, and cream",Export revenue,$NZ millions,2019,3612.0,"In 2019, the export revenue of Butter, AMF, and cream was 3612.0 $NZ millions in New Zealand."
Skim milk & butter milk powder,Export volume,tonnes,2019,401079.0,"In 2019, the export volume of Skim milk & butter milk powder was 401079.0 tonnes in New Zealand."
Skim milk & butter milk powder,Average export price,$NZ/tonne,2019,3297.0,"In 2019, the average export price for Skim milk & butter milk powder was 3297.0 $NZ/tonne in New Zealand."
Skim milk & butter milk powder,Export revenue,$NZ millions,2019,1323.0,"In 2019, the export revenue of Skim milk & butter milk powder was 1323.0 $NZ millions in New Zealand."
Casein & protein products,Export volume,tonnes,2019,187396.0,"In 2019, the export volume of Casein & protein products was 187396.0 tonnes in New Zealand."
Casein & protein products,Average export price,$NZ/tonne,2019,8398.0,"In 2019, the average export price for Casein & protein products was 8398.0 $NZ/tonne in New Zealand."
Casein & protein products,Export revenue,$NZ millions,2019,1574.0,"In 2019, the export revenue of Casein & protein products was 1574.0 $NZ millions in New Zealand."
Cheese,Export volume,tonnes,2019,333249.0,"In 2019, the export volume of Cheese was 333249.0 tonnes in New Zealand."
Cheese,Average export price,$NZ/tonne,2019,5897.0,"In 2019, the average export price for Cheese was 5897.0 $NZ/tonne in New Zealand."
Cheese,Export revenue,$NZ millions,2019,1965.0,"In 2019, the export revenue of Cheese was 1965.0 $NZ millions in New Zealand."
Infant formula,Export volume,tonnes,2019,117442.0,"In 2019, the export volume of Infant formula was 117442.0 tonnes in New Zealand."
Infant formula,Average export price,$NZ/tonne,2019,13974.0,"In 2019, the average export price for Infant formula was 13974.0 $NZ/tonne in New Zealand."
Infant formula,Export revenue,$NZ millions,2019,1641.0,"In 2019, the export revenue of Infant formula was 1641.0 $NZ millions in New Zealand."
Fluid milk and other dairy products,Export volume,tonnes,2019,511892.0,"In 2019, the export volume of Fluid milk and other dairy products was 511892.0 tonnes in New Zealand."
Fluid milk and other dairy products,Average export price,$NZ/tonne,2019,2574.0,"In 2019, the average export price for Fluid milk and other dairy products was 2574.0 $NZ/tonne in New Zealand."
Fluid milk and other dairy products,Export revenue,$NZ millions,2019,1318.0,"In 2019, the export revenue of Fluid milk and other dairy products was 1318.0 $NZ millions in New Zealand."
Whole milk powder,Export volume,tonnes,2020,1492080.0,"In 2020, the export volume of Whole milk powder was 1492080.0 tonnes in New Zealand."
Whole milk powder,Average export price,$NZ/tonne,2020,5063.0,"In 2020, the average export price for Whole milk powder was 5063.0 $NZ/tonne in New Zealand."
Whole milk powder,Export revenue,$NZ millions,2020,7555.0,"In 2020, the export revenue of Whole milk powder was 7555.0 $NZ millions in New Zealand."
"Butter, AMF, and cream",Export volume,tonnes,2020,439483.0,"In 2020, the export volume of Butter, AMF, and cream was 439483.0 tonnes in New Zealand."
"Butter, AMF, and cream",Average export price,$NZ/tonne,2020,7645.0,"In 2020, the average export price for Butter, AMF, and cream was 7645.0 $NZ/tonne in New Zealand."
"Butter, AMF, and cream",Export revenue,$NZ millions,2020,3360.0,"In 2020, the export revenue of Butter, AMF, and cream was 3360.0 $NZ millions in New Zealand."
Skim milk & butter milk powder,Export volume,tonnes,2020,406273.0,"In 2020, the export volume of Skim milk & butter milk powder was 406273.0 tonnes in New Zealand."
Skim milk & butter milk powder,Average export price,$NZ/tonne,2020,4398.0,"In 2020, the average export price for Skim milk & butter milk powder was 4398.0 $NZ/tonne in New Zealand."
Skim milk & butter milk powder,Export revenue,$NZ millions,2020,1787.0,"In 2020, the export revenue of Skim milk & butter milk powder was 1787.0 $NZ millions in New Zealand."
Casein & protein products,Export volume,tonnes,2020,182906.0,"In 2020, the export volume of Casein & protein products was 182906.0 tonnes in New Zealand."
Casein & protein products,Average export price,$NZ/tonne,2020,10911.0,"In 2020, the average export price for Casein & protein products was 10911.0 $NZ/tonne in New Zealand."
Casein & protein products,Export revenue,$NZ millions,2020,1996.0,"In 2020, the export revenue of Casein & protein products was 1996.0 $NZ millions in New Zealand."
Cheese,Export volume,tonnes,2020,323414.0,"In 2020, the export volume of Cheese was 323414.0 tonnes in New Zealand."
Cheese,Average export price,$NZ/tonne,2020,6406.0,"In 2020, the average export price for Cheese was 6406.0 $NZ/tonne in New Zealand."
Cheese,Export revenue,$NZ millions,2020,2072.0,"In 2020, the export revenue of Cheese was 2072.0 $NZ millions in New Zealand."
Infant formula,Export volume,tonnes,2020,113446.0,"In 2020, the export volume of Infant formula was 113446.0 tonnes in New Zealand."
Infant formula,Average export price,$NZ/tonne,2020,16238.0,"In 2020, the average export price for Infant formula was 16238.0 $NZ/tonne in New Zealand."
Infant formula,Export revenue,$NZ millions,2020,1842.0,"In 2020, the export revenue of Infant formula was 1842.0 $NZ millions in New Zealand."
Fluid milk and other dairy products,Export volume,tonnes,2020,499059.0,"In 2020, the export volume of Fluid milk and other dairy products was 499059.0 tonnes in New Zealand."
Fluid milk and other dairy products,Average export price,$NZ/tonne,2020,2987.0,"In 2020, the average export price for Fluid milk and other dairy products was 2987.0 $NZ/tonne in New Zealand."
Fluid milk and other dairy products,Export revenue,$NZ millions,2020,1491.0,"In 2020, the export revenue of Fluid milk and other dairy products was 1491.0 $NZ millions in New Zealand."
Whole milk powder,Export volume,tonnes,2021,1635410.0,"In 2021, the export volume of Whole milk powder was 1635410.0 tonnes in New Zealand."
Whole milk powder,Average export price,$NZ/tonne,2021,4612.0,"In 2021, the average export price for Whole milk powder was 4612.0 $NZ/tonne in New Zealand."
Whole milk powder,Export revenue,$NZ millions,2021,7542.0,"In 2021, the export revenue of Whole milk powder was 7542.0 $NZ millions in New Zealand."
"Butter, AMF, and cream",Export volume,tonnes,2021,418726.0,"In 2021, the export volume of Butter, AMF, and cream was 418726.0 tonnes in New Zealand."
"Butter, AMF, and cream",Average export price,$NZ/tonne,2021,6369.0,"In 2021, the average export price for Butter, AMF, and cream was 6369.0 $NZ/tonne in New Zealand."
"Butter, AMF, and cream",Export revenue,$NZ millions,2021,2667.0,"In 2021, the export revenue of Butter, AMF, and cream was 2667.0 $NZ millions in New Zealand."
Skim milk & butter milk powder,Export volume,tonnes,2021,357035.0,"In 2021, the export volume of Skim milk & butter milk powder was 357035.0 tonnes in New Zealand."
Skim milk & butter milk powder,Average export price,$NZ/tonne,2021,4273.0,"In 2021, the average export price for Skim milk & butter milk powder was 4273.0 $NZ/tonne in New Zealand."
Skim milk & butter milk powder,Export revenue,$NZ millions,2021,1526.0,"In 2021, the export revenue of Skim milk & butter milk powder was 1526.0 $NZ millions in New Zealand."
Casein & protein products,Export volume,tonnes,2021,188757.0,"In 2021, the export volume of Casein & protein products was 188757.0 tonnes in New Zealand."
Casein & protein products,Average export price,$NZ/tonne,2021,10696.0,"In 2021, the average export price for Casein & protein products was 10696.0 $NZ/tonne in New Zealand."
Casein & protein products,Export revenue,$NZ millions,2021,2019.0,"In 2021, the export revenue of Casein & protein products was 2019.0 $NZ millions in New Zealand."
Cheese,Export volume,tonnes,2021,360265.0,"In 2021, the export volume of Cheese was 360265.0 tonnes in New Zealand."
Cheese,Average export price,$NZ/tonne,2021,5733.0,"In 2021, the average export price for Cheese was 5733.0 $NZ/tonne in New Zealand."
Cheese,Export revenue,$NZ millions,2021,2065.0,"In 2021, the export revenue of Cheese was 2065.0 $NZ millions in New Zealand."
Infant formula,Export volume,tonnes,2021,94979.0,"In 2021, the export volume of Infant formula was 94979.0 tonnes in New Zealand."
Infant formula,Average export price,$NZ/tonne,2021,16715.0,"In 2021, the average export price for Infant formula was 16715.0 $NZ/tonne in New Zealand."
Infant formula,Export revenue,$NZ millions,2021,1588.0,"In 2021, the export revenue of Infant formula was 1588.0 $NZ millions in New Zealand."
Fluid milk and other dairy products,Export volume,tonnes,2021,568750.0,"In 2021, the export volume of Fluid milk and other dairy products was 568750.0 tonnes in New Zealand."
Fluid milk and other dairy products,Average export price,$NZ/tonne,2021,2898.0,"In 2021, the average export price for Fluid milk and other dairy products was 2898.0 $NZ/tonne in New Zealand."
Fluid milk and other dairy products,Export revenue,$NZ millions,2021,1648.0,"In 2021, the export revenue of Fluid milk and other dairy products was 1648.0 $NZ millions in New Zealand."
Whole milk powder,Export volume,tonnes,2022,1403781.0,"In 2022, the export volume of Whole milk powder was 1403781.0 tonnes in New Zealand."
Whole milk powder,Average export price,$NZ/tonne,2022,5916.0,"In 2022, the average export price for Whole milk powder was 5916.0 $NZ/tonne in New Zealand."
Whole milk powder,Export revenue,$NZ millions,2022,8304.0,"In 2022, the export revenue of Whole milk powder was 8304.0 $NZ millions in New Zealand."
"Butter, AMF, and cream",Export volume,tonnes,2022,397261.0,"In 2022, the export volume of Butter, AMF, and cream was 397261.0 tonnes in New Zealand."
"Butter, AMF, and cream",Average export price,$NZ/tonne,2022,8857.0,"In 2022, the average export price for Butter, AMF, and cream was 8857.0 $NZ/tonne in New Zealand."
"Butter, AMF, and cream",Export revenue,$NZ millions,2022,3519.0,"In 2022, the export revenue of Butter, AMF, and cream was 3519.0 $NZ millions in New Zealand."
Skim milk & butter milk powder,Export volume,tonnes,2022,358771.0,"In 2022, the export volume of Skim milk & butter milk powder was 358771.0 tonnes in New Zealand."
Skim milk & butter milk powder,Average export price,$NZ/tonne,2022,5427.0,"In 2022, the average export price for Skim milk & butter milk powder was 5427.0 $NZ/tonne in New Zealand."
Skim milk & butter milk powder,Export revenue,$NZ millions,2022,1947.0,"In 2022, the export revenue of Skim milk & butter milk powder was 1947.0 $NZ millions in New Zealand."
Casein & protein products,Export volume,tonnes,2022,192511.0,"In 2022, the export volume of Casein & protein products was 192511.0 tonnes in New Zealand."
Casein & protein products,Average export price,$NZ/tonne,2022,13923.0,"In 2022, the average export price for Casein & protein products was 13923.0 $NZ/tonne in New Zealand."
Casein & protein products,Export revenue,$NZ millions,2022,2680.0,"In 2022, the export revenue of Casein & protein products was 2680.0 $NZ millions in New Zealand."
Cheese,Export volume,tonnes,2022,332008.0,"In 2022, the export volume of Cheese was 332008.0 tonnes in New Zealand."
Cheese,Average export price,$NZ/tonne,2022,6623.0,"In 2022, the average export price for Cheese was 6623.0 $NZ/tonne in New Zealand."
Cheese,Export revenue,$NZ millions,2022,2199.0,"In 2022, the export revenue of Cheese was 2199.0 $NZ millions in New Zealand."
Infant formula,Export volume,tonnes,2022,87733.0,"In 2022, the export volume of Infant formula was 87733.0 tonnes in New Zealand."
Infant formula,Average export price,$NZ/tonne,2022,16353.0,"In 2022, the average export price for Infant formula was 16353.0 $NZ/tonne in New Zealand."
Infant formula,Export revenue,$NZ millions,2022,1435.0,"In 2022, the export revenue of Infant formula was 1435.0 $NZ millions in New Zealand."
Fluid milk and other dairy products,Export volume,tonnes,2022,573604.0,"In 2022, the export volume of Fluid milk and other dairy products was 573604.0 tonnes in New Zealand."
